字,小韻,聲母,韻目,調,等,呼,韻母
䤅,徒,定,模,平,一,開,模
蒤,徒,定,模,平,一,開,模
䖘,徒,定,模,平,一,開,模
鷵,徒,定,模,平,一,開,模
筡,徒,定,模,平,一,開,模
奴,奴,泥,模,平,一,開,模
㚢,奴,泥,模,平,一,開,模
砮,奴,泥,模,平,一,開,模
駑,奴,泥,模,平,一,開,模
帑,奴,泥,模,平,一,開,模
孥,奴,泥,模,平,一,開,模
笯,奴,泥,模,平,一,開,模
呼,呼,曉,模,平,一,開,模
嘑,呼,曉,模,平,一,開,模
虖,呼,曉,模,平,一,開,模
𧦝,呼,曉,模,平,一,開,模
歑,呼,曉,模,平,一,開,模
戲,呼,曉,模,平,一,開,模
謼,呼,曉,模,平,一,開,模
膴,呼,曉,模,平,一,開,模
幠,呼,曉,模,平,一,開,模
葫,呼,曉,模,平,一,開,模
恗,呼,曉,模,平,一,開,模
軤,呼,曉,模,平,一,開,模
虍,呼,曉,模,平,一,開,模
苸,呼,曉,模,平,一,開,模
雐,呼,曉,模,平,一,開,模
䰧,呼,曉,模,平,一,開,模
滹,呼,曉,模,平,一,開,模
吾,吾,疑,模,平,一,開,模
鼯,吾,疑,模,平,一,開,模
𪁙,吾,疑,模,平,一,開,模
𧋋,吾,疑,模,平,一,開,模
吳,吾,疑,模,平,一,開,模
浯,吾,疑,模,平,一,開,模
䓊,吾,疑,模,平,一,開,模
㹳,吾,疑,模,平,一,開,模
㻍,吾,疑,模,平,一,開,模
珸,吾,疑,模,平,一,開,模
蜈,吾,疑,模,平,一,開,模
郚,吾,疑,模,平,一,開,模
齬,吾,疑,模,平,一,開,模
鯃,吾,疑,模,平,一,開,模
娪,吾,疑,模,平,一,開,模
鋘,吾,疑,模,平,一,開,模
梧,吾,疑,模,平,一,開,模
峿,吾,疑,模,平,一,開,模
麌,吾,疑,模,平,一,開,模
𦨳,吾,疑,模,平,一,開,模
祦,吾,疑,模,平,一,開,模
租,租,精,模,平,一,開,模
蒩,租,精,模,平,一,開,模
盧,盧,來,模,平,一,開,模
鑪,盧,來,模,平,一,開,模
壚,盧,來,模,平,一,開,模
籚,盧,來,模,平,一,開,模
蘆,盧,來,模,平,一,開,模
顱,盧,來,模,平,一,開,模
髗,盧,來,模,平,一,開,模
鱸,盧,來,模,平,一,開,模
攎,盧,來,模,平,一,開,模
櫨,盧,來,模,平,一,開,模
轤,盧,來,模,平,一,開,模
黸,盧,來,模,平,一,開,模
獹,盧,來,模,平,一,開,模
鸕,盧,來,模,平,一,開,模
艫,盧,來,模,平,一,開,模
纑,盧,來,模,平,一,開,模
瀘,盧,來,模,平,一,開,模
瓐,盧,來,模,平,一,開,模
爐,盧,來,模,平,一,開,模
玈,盧,來,模,平,一,開,模
𢐸,盧,來,模,平,一,開,模
㢚,盧,來,模,平,一,開,模
𤮧,盧,來,模,平,一,開,模
嚧,盧,來,模,平,一,開,模
矑,盧,來,模,平,一,開,模
㿖,盧,來,模,平,一,開,模
㭔,盧,來,模,平,一,開,模
䰕,盧,來,模,平,一,開,模
𧇄,盧,來,模,平,一,開,模
𧆨,盧,來,模,平,一,開,模
罏,盧,來,模,平,一,開,模
蠦,盧,來,模,平,一,開,模
㪭,盧,來,模,平,一,開,模
𦿊,盧,來,模,平,一,開,模
蘇,蘇,心,模,平,一,開,模
穌,蘇,心,模,平,一,開,模
㢝,蘇,心,模,平,一,開,模
酥,蘇,心,模,平,一,開,模
徂,徂,從,模,平,一,開,模
䢐,徂,從,模,平,一,開,模
殂,徂,從,模,平,一,開,模
𣨐,徂,從,模,平,一,開,模
烏,烏,影,模,平,一,開,模
嗚,烏,影,模,平,一,開,模
洿,烏,影,模,平,一,開,模
汚,烏,影,模,平,一,開,模
杇,烏,影,模,平,一,開,模
圬,烏,影,模,平,一,開,模
釫,烏,影,模,平,一,開,模
鰞,烏,影,模,平,一,開,模
歍,烏,影,模,平,一,開,模
鎢,烏,影,模,平,一,開,模
㢪,烏,影,模,平,一,開,模
於,烏,影,模,平,一,開,模
瑦,烏,影,模,平,一,開,模
鄔,烏,影,模,平,一,開,模
盓,烏,影,模,平,一,開,模
螐,烏,影,模,平,一,開,模
惡,烏,影,模,平,一,開,模
扝,烏,影,模,平,一,開,模
𦶀,烏,影,模,平,一,開,模
㮧,烏,影,模,平,一,開,模
鴮,烏,影,模,平,一,開,模
逋,逋,幫,模,平,一,開,模
餔,逋,幫,模,平,一,開,模
𥂈,逋,幫,模,平,一,開,模
晡,逋,幫,模,平,一,開,模
庯,逋,幫,模,平,一,開,模
陠,逋,幫,模,平,一,開,模
鵏,逋,幫,模,平,一,開,模
𧻷,逋,幫,模,平,一,開,模
峬,逋,幫,模,平,一,開,模
誧,逋,幫,模,平,一,開,模
秿,逋,幫,模,平,一,開,模
鯆,逋,幫,模,平,一,開,模
抪,逋,幫,模,平,一,開,模
枯,枯,溪,模,平,一,開,模
刳,枯,溪,模,平,一,開,模
扝,枯,溪,模,平,一,開,模
郀,枯,溪,模,平,一,開,模
軲,枯,溪,模,平,一,開,模
㱠,枯,溪,模,平,一,開,模
跍,枯,溪,模,平,一,開,模
挎,枯,溪,模,平,一,開,模
㢪,枯,溪,模,平,一,開,模
橭,枯,溪,模,平,一,開,模
鮬,枯,溪,模,平,一,開,模
麤,麤,清,模,平,一,開,模
麁,麤,清,模,平,一,開,模
𧆓,麤,清,模,平,一,開,模
𥼡,麤,清,模,平,一,開,模
觕,麤,清,模,平,一,開,模
𤿚,麤,清,模,平,一,開,模
㻌,㻌,透,模,平,一,開,模
稌,㻌,透,模,平,一,開,模
悇,㻌,透,模,平,一,開,模
嶀,㻌,透,模,平,一,開,模
㻯,㻌,透,模,平,一,開,模
𡸂,㻌,透,模,平,一,開,模
庩,㻌,透,模,平,一,開,模
䞮,㻌,透,模,平,一,開,模
梌,㻌,透,模,平,一,開,模
㻬,㻌,透,模,平,一,開,模
捈,㻌,透,模,平,一,開,模
䩣,㻌,透,模,平,一,開,模
都,都,端,模,平,一,開,模
𥳉,都,端,模,平,一,開,模
闍,都,端,模,平,一,開,模
𦘴,都,端,模,平,一,開,模
𧷿,都,端,模,平,一,開,模
醏,都,端,模,平,一,開,模
䩲,都,端,模,平,一,開,模
𥠵,𥠵,滂,模,平,一,開,模
鋪,𥠵,滂,模,平,一,開,模
鯆,𥠵,滂,模,平,一,開,模
𩹲,𥠵,滂,模,平,一,開,模
𨁏,𥠵,滂,模,平,一,開,模
痡,𥠵,滂,模,平,一,開,模
誧,𥠵,滂,模,平,一,開,模
豧,𥠵,滂,模,平,一,開,模
陠,𥠵,滂,模,平,一,開,模
墲,𥠵,滂,模,平,一,開,模
䮒,𥠵,滂,模,平,一,開,模
𢼹,𥠵,滂,模,平,一,開,模
齊,齊,從,齊,平,四,開,齊開
臍,齊,從,齊,平,四,開,齊開
麡,齊,從,齊,平,四,開,齊開
蠐,齊,從,齊,平,四,開,齊開
𪗍,齊,從,齊,平,四,開,齊開
懠,齊,從,齊,平,四,開,齊開
䶒,齊,從,齊,平,四,開,齊開
癠,齊,從,齊,平,四,開,齊開
𨥳,齊,從,齊,平,四,開,齊開
黎,黎,來,齊,平,四,開,齊開
犁,黎,來,齊,平,四,開,齊開
𤛿,黎,來,齊,平,四,開,齊開
莉,黎,來,齊,平,四,開,齊開
黧,黎,來,齊,平,四,開,齊開
藜,黎,來,齊,平,四,開,齊開
鯬,黎,來,齊,平,四,開,齊開
𦃇,黎,來,齊,平,四,開,齊開
盠,黎,來,齊,平,四,開,齊開
邌,黎,來,齊,平,四,開,齊開
𨛫,黎,來,齊,平,四,開,齊開
廲,黎,來,齊,平,四,開,齊開
蔾,黎,來,齊,平,四,開,齊開
筣,黎,來,齊,平,四,開,齊開
驪,黎,來,齊,平,四,開,齊開
瓈,黎,來,齊,平,四,開,齊開
𥌛,黎,來,齊,平,四,開,齊開
𩧋,黎,來,齊,平,四,開,齊開
㦒,黎,來,齊,平,四,開,齊開
謧,黎,來,齊,平,四,開,齊開
𨿯,黎,來,齊,平,四,開,齊開
妻,妻,清,齊,平,四,開,齊開
萋,妻,清,齊,平,四,開,齊開
淒,妻,清,齊,平,四,開,齊開
凄,妻,清,齊,平,四,開,齊開
悽,妻,清,齊,平,四,開,齊開
鶈,妻,清,齊,平,四,開,齊開
郪,妻,清,齊,平,四,開,齊開
緀,妻,清,齊,平,四,開,齊開
齌,妻,清,齊,平,四,開,齊開
霋,妻,清,齊,平,四,開,齊開
低,低,端,齊,平,四,開,齊開
氐,低,端,齊,平,四,開,齊開
袛,低,端,齊,平,四,開,齊開
磾,低,端,齊,平,四,開,齊開
鞮,低,端,齊,平,四,開,齊開
腣,低,端,齊,平,四,開,齊開
羝,低,端,齊,平,四,開,齊開
眡,低,端,齊,平,四,開,齊開
隄,低,端,齊,平,四,開,齊開
堤,低,端,齊,平,四,開,齊開
岻,低,端,齊,平,四,開,齊開
䧑,低,端,齊,平,四,開,齊開
奃,低,端,齊,平,四,開,齊開
趆,低,端,齊,平,四,開,齊開
𡰖,低,端,齊,平,四,開,齊開
鍉,低,端,齊,平,四,開,齊開
柢,低,端,齊,平,四,開,齊開
䐎,低,端,齊,平,四,開,齊開
䚣,低,端,齊,平,四,開,齊開
𥿄,低,端,齊,平,四,開,齊開
揥,低,端,齊,平,四,開,齊開
㓳,低,端,齊,平,四,開,齊開
䬫,低,端,齊,平,四,開,齊開
嗁,嗁,定,齊,平,四,開,齊開
啼,嗁,定,齊,平,四,開,齊開
㖒,嗁,定,齊,平,四,開,齊開
蹏,嗁,定,齊,平,四,開,齊開
蹄,嗁,定,齊,平,四,開,齊開
𥶛,嗁,定,齊,平,四,開,齊開
提,嗁,定,齊,平,四,開,齊開
詆,嗁,定,齊,平,四,開,齊開
瑅,嗁,定,齊,平,四,開,齊開
隄,嗁,定,齊,平,四,開,齊開
桋,嗁,定,齊,平,四,開,齊開
題,嗁,定,齊,平,四,開,齊開
媞,嗁,定,齊,平,四,開,齊開
𧡨,嗁,定,齊,平,四,開,齊開
綈,嗁,定,齊,平,四,開,齊開
罤,嗁,定,齊,平,四,開,齊開
𣹲,嗁,定,齊,平,四,開,齊開
𣖅,嗁,定,齊,平,四,開,齊開
締,嗁,定,齊,平,四,開,齊開
蕛,嗁,定,齊,平,四,開,齊開
稊,嗁,定,齊,平,四,開,齊開
𦯔,嗁,定,齊,平,四,開,齊開
䬾,嗁,定,齊,平,四,開,齊開
醍,嗁,定,齊,平,四,開,齊開
褆,嗁,定,齊,平,四,開,齊開
鵜,嗁,定,齊,平,四,開,齊開
荑,嗁,定,齊,平,四,開,齊開
禔,嗁,定,齊,平,四,開,齊開
䱱,嗁,定,齊,平,四,開,齊開
崹,嗁,定,齊,平,四,開,齊開
緹,嗁,定,齊,平,四,開,齊開
鷤,嗁,定,齊,平,四,開,齊開
鼶,嗁,定,齊,平,四,開,齊開
騠,嗁,定,齊,平,四,開,齊開
折,嗁,定,齊,平,四,開,齊開
䨑,嗁,定,齊,平,四,開,齊開
銕,嗁,定,齊,平,四,開,齊開
䖙,嗁,定,齊,平,四,開,齊開
𥉘,嗁,定,齊,平,四,開,齊開
䬫,嗁,定,齊,平,四,開,齊開
䚣,嗁,定,齊,平,四,開,齊開
𢔭,嗁,定,齊,平,四,開,齊開
謕,嗁,定,齊,平,四,開,齊開
𡰄,嗁,定,齊,平,四,開,齊開
厗,嗁,定,齊,平,四,開,齊開
𪂿,嗁,定,齊,平,四,開,齊開
鶙,嗁,定,齊,平,四,開,齊開
𡰖,嗁,定,齊,平,四,開,齊開
蝭,嗁,定,齊,平,四,開,齊開
𨪉,嗁,定,齊,平,四,開,齊開
鴺,嗁,定,齊,平,四,開,齊開
㡗,嗁,定,齊,平,四,開,齊開
銻,嗁,定,齊,平,四,開,齊開
鮷,嗁,定,齊,平,四,開,齊開
趧,嗁,定,齊,平,四,開,齊開
𧋘,嗁,定,齊,平,四,開,齊開
鮧,嗁,定,齊,平,四,開,齊開
鯷,嗁,定,齊,平,四,開,齊開
䐎,嗁,定,齊,平,四,開,齊開
豍,豍,幫,齊,平,四,開,齊開
㡙,豍,幫,齊,平,四,開,齊開
螕,豍,幫,齊,平,四,開,齊開
㯅,豍,幫,齊,平,四,開,齊開
𦱔,豍,幫,齊,平,四,開,齊開
蓖,豍,幫,齊,平,四,開,齊開
𦀘,豍,幫,齊,平,四,開,齊開
篦,豍,幫,齊,平,四,開,齊開
梐,豍,幫,齊,平,四,開,齊開
𥏠,豍,幫,齊,平,四,開,齊開
𨻼,豍,幫,齊,平,四,開,齊開
狴,豍,幫,齊,平,四,開,齊開
箄,豍,幫,齊,平,四,開,齊開
鎞,豍,幫,齊,平,四,開,齊開
悂,豍,幫,齊,平,四,開,齊開
䚜,豍,幫,齊,平,四,開,齊開
雞,雞,見,齊,平,四,開,齊開
鷄,雞,見,齊,平,四,開,齊開
稽,雞,見,齊,平,四,開,齊開
枅,雞,見,齊,平,四,開,齊開
笄,雞,見,齊,平,四,開,齊開
㮷,雞,見,齊,平,四,開,齊開
䗗,雞,見,齊,平,四,開,齊開
卟,雞,見,齊,平,四,開,齊開
𥝌,雞,見,齊,平,四,開,齊開
𨪴,雞,見,齊,平,四,開,齊開
奚,奚,匣,齊,平,四,開,齊開
豯,奚,匣,齊,平,四,開,齊開
徯,奚,匣,齊,平,四,開,齊開
㜎,奚,匣,齊,平,四,開,齊開
蹊,奚,匣,齊,平,四,開,齊開
螇,奚,匣,齊,平,四,開,齊開
榽,奚,匣,齊,平,四,開,齊開
騱,奚,匣,齊,平,四,開,齊開
胿,奚,匣,齊,平,四,開,齊開
𡗞,奚,匣,齊,平,四,開,齊開
郋,奚,匣,齊,平,四,開,齊開
𪓷,奚,匣,齊,平,四,開,齊開
傒,奚,匣,齊,平,四,開,齊開
嵇,奚,匣,齊,平,四,開,齊開
兮,奚,匣,齊,平,四,開,齊開
鼷,奚,匣,齊,平,四,開,齊開
蒵,奚,匣,齊,平,四,開,齊開
貕,奚,匣,齊,平,四,開,齊開
鷖,鷖,影,齊,平,四,開,齊開
翳,鷖,影,齊,平,四,開,齊開
𧫦,鷖,影,齊,平,四,開,齊開
嫛,鷖,影,齊,平,四,開,齊開
黳,鷖,影,齊,平,四,開,齊開
𦎣,鷖,影,齊,平,四,開,齊開
㙠,鷖,影,齊,平,四,開,齊開
䃜,鷖,影,齊,平,四,開,齊開
黟,鷖,影,齊,平,四,開,齊開
繄,鷖,影,齊,平,四,開,齊開
䚷,鷖,影,齊,平,四,開,齊開
𣕁,鷖,影,齊,平,四,開,齊開
倪,倪,疑,齊,平,四,開,齊開
蜺,倪,疑,齊,平,四,開,齊開
霓,倪,疑,齊,平,四,開,齊開
郳,倪,疑,齊,平,四,開,齊開
齯,倪,疑,齊,平,四,開,齊開
婗,倪,疑,齊,平,四,開,齊開
輗,倪,疑,齊,平,四,開,齊開
棿,倪,疑,齊,平,四,開,齊開
猊,倪,疑,齊,平,四,開,齊開
麑,倪,疑,齊,平,四,開,齊開
貎,倪,疑,齊,平,四,開,齊開
鯢,倪,疑,齊,平,四,開,齊開
兒,倪,疑,齊,平,四,開,齊開
䘽,倪,疑,齊,平,四,開,齊開
𠆵,倪,疑,齊,平,四,開,齊開
觬,倪,疑,齊,平,四,開,齊開
𣕁,倪,疑,齊,平,四,開,齊開
㪒,倪,疑,齊,平,四,開,齊開
醯,醯,曉,齊,平,四,開,齊開
䒊,醯,曉,齊,平,四,開,齊開
𦫬,醯,曉,齊,平,四,開,齊開
㡗,醯,曉,齊,平,四,開,齊開
橀,醯,曉,齊,平,四,開,齊開
忚,醯,曉,齊,平,四,開,齊開
西,西,心,齊,平,四,開,齊開
卤,西,心,齊,平,四,開,齊開
𠧧,西,心,齊,平,四,開,齊開
棲,西,心,齊,平,四,開,齊開
栖,西,心,齊,平,四,開,齊開
㽄,西,心,齊,平,四,開,齊開
犀,西,心,齊,平,四,開,齊開
嘶,西,心,齊,平,四,開,齊開
撕,西,心,齊,平,四,開,齊開
㾷,西,心,齊,平,四,開,齊開
𤺊,西,心,齊,平,四,開,齊開
㯕,西,心,齊,平,四,開,齊開
屖,西,心,齊,平,四,開,齊開
𧬊,西,心,齊,平,四,開,齊開
粞,西,心,齊,平,四,開,齊開
𠞂,西,心,齊,平,四,開,齊開
梯,梯,透,齊,平,四,開,齊開
睇,梯,透,齊,平,四,開,齊開
鷈,梯,透,齊,平,四,開,齊開
𠥸,梯,透,齊,平,四,開,齊開
䖙,梯,透,齊,平,四,開,齊開
㔸,梯,透,齊,平,四,開,齊開
𨁃,梯,透,齊,平,四,開,齊開
謕,梯,透,齊,平,四,開,齊開
𩤽,梯,透,齊,平,四,開,齊開
鼙,鼙,並,齊,平,四,開,齊開
鞞,鼙,並,齊,平,四,開,齊開
椑,鼙,並,齊,平,四,開,齊開
膍,鼙,並,齊,平,四,開,齊開
崥,鼙,並,齊,平,四,開,齊開
㼰,鼙,並,齊,平,四,開,齊開
笓,鼙,並,齊,平,四,開,齊開
磇,磇,滂,齊,平,四,開,齊開
𨻼,磇,滂,齊,平,四,開,齊開
𠜱,磇,滂,齊,平,四,開,齊開
𪄆,磇,滂,齊,平,四,開,齊開
錍,磇,滂,齊,平,四,開,齊開
批,磇,滂,齊,平,四,開,齊開
鈚,磇,滂,齊,平,四,開,齊開
齎,齎,精,齊,平,四,開,齊開
賷,齎,精,齊,平,四,開,齊開
𩐒,齎,精,齊,平,四,開,齊開
齏,齎,精,齊,平,四,開,齊開
𧅱,齎,精,齊,平,四,開,齊開
𨥳,齎,精,齊,平,四,開,齊開
櫅,齎,精,齊,平,四,開,齊開
䂑,齎,精,齊,平,四,開,齊開
擠,齎,精,齊,平,四,開,齊開
齌,齎,精,齊,平,四,開,齊開
躋,齎,精,齊,平,四,開,齊開
隮,齎,精,齊,平,四,開,齊開
麡,齎,精,齊,平,四,開,齊開
𢥎,齎,精,齊,平,四,開,齊開
啙,齎,精,齊,平,四,開,齊開
迷,迷,明,齊,平,四,開,齊開
𡝠,迷,明,齊,平,四,開,齊開
䤍,迷,明,齊,平,四,開,齊開
麛,迷,明,齊,平,四,開,齊開
𧠠,迷,明,齊,平,四,開,齊開
𪓬,迷,明,齊,平,四,開,齊開
泥,泥,泥,齊,平,四,開,齊開
泥,泥,泥,霽,去,四,開,齊開
埿,泥,泥,齊,平,四,開,齊開
埿,泥,泥,霽,去,四,開,齊開
屔,泥,泥,齊,平,四,開,齊開
屔,泥,泥,霽,去,四,開,齊開
臡,泥,泥,齊,平,四,開,齊開
臡,泥,泥,霽,去,四,開,齊開
𢤇,泥,泥,齊,平,四,開,齊開
𢤇,泥,泥,霽,去,四,開,齊開
迡,泥,泥,齊,平,四,開,齊開
迡,泥,泥,霽,去,四,開,齊開
濘,泥,泥,齊,平,四,開,齊開
濘,泥,泥,霽,去,四,開,齊開
谿,谿,溪,齊,平,四,開,齊開
嵠,谿,溪,齊,平,四,開,齊開
溪,谿,溪,齊,平,四,開,齊開
磎,谿,溪,齊,平,四,開,齊開
鸂,谿,溪,齊,平,四,開,齊開
檕,谿,溪,齊,平,四,開,齊開
螇,谿,溪,齊,平,四,開,齊開
𤳤,谿,溪,齊,平,四,開,齊開
圭,圭,見,齊,平,四,合,齊合
珪,圭,見,齊,平,四,合,齊合
邽,圭,見,齊,平,四,合,齊合
閨,圭,見,齊,平,四,合,齊合
袿,圭,見,齊,平,四,合,齊合
窐,圭,見,齊,平,四,合,齊合
鮭,圭,見,齊,平,四,合,齊合
𪊧,圭,見,齊,平,四,合,齊合
洼,圭,見,齊,平,四,合,齊合
𨾴,圭,見,齊,平,四,合,齊合
𡌲,圭,見,齊,平,四,合,齊合
胿,圭,見,齊,平,四,合,齊合
𦓯,圭,見,齊,平,四,合,齊合
㰪,圭,見,齊,平,四,合,齊合
茥,圭,見,齊,平,四,合,齊合
睽,睽,溪,齊,平,四,合,齊合
奎,睽,溪,齊,平,四,合,齊合
湀,睽,溪,齊,平,四,合,齊合
刲,睽,溪,齊,平,四,合,齊合
𠝥,睽,溪,齊,平,四,合,齊合
茥,睽,溪,齊,平,四,合,齊合
䯓,睽,溪,齊,平,四,合,齊合
聧,睽,溪,齊,平,四,合,齊合
鮭,睽,溪,齊,平,四,合,齊合
䖯,睽,溪,齊,平,四,合,齊合
蝰,睽,溪,齊,平,四,合,齊合
㨒,睽,溪,齊,平,四,合,齊合
楏,睽,溪,齊,平,四,合,齊合
藈,睽,溪,齊,平,四,合,齊合
𡐠,睽,溪,齊,平,四,合,齊合
攜,攜,匣,齊,平,四,合,齊合
携,攜,匣,齊,平,四,合,齊合
蠵,攜,匣,齊,平,四,合,齊合
鑴,攜,匣,齊,平,四,合,齊合
窐,攜,匣,齊,平,四,合,齊合
𩰳,攜,匣,齊,平,四,合,齊合
畦,攜,匣,齊,平,四,合,齊合
驨,攜,匣,齊,平,四,合,齊合
雟,攜,匣,齊,平,四,合,齊合
酅,攜,匣,齊,平,四,合,齊合
𢥘,攜,匣,齊,平,四,合,齊合
𦋅,攜,匣,齊,平,四,合,齊合
𣫴,攜,匣,齊,平,四,合,齊合
𡸔,攜,匣,齊,平,四,合,齊合
纗,攜,匣,齊,平,四,合,齊合
讗,攜,匣,齊,平,四,合,齊合
㔒,攜,匣,齊,平,四,合,齊合
䙵,攜,匣,齊,平,四,合,齊合
黊,攜,匣,齊,平,四,合,齊合
𡰢,攜,匣,齊,平,四,合,齊合
眭,攜,匣,齊,平,四,合,齊合
觿,攜,匣,齊,平,四,合,齊合
䀘,攜,匣,齊,平,四,合,齊合
臡,臡,日,齊,平,四,開,齊開
栘,栘,常,齊,平,四,開,齊開
烓,烓,影,齊,平,四,合,齊合
𧟼,烓,影,齊,平,四,合,齊合
𤮰,烓,影,齊,平,四,合,齊合
睳,睳,曉,齊,平,四,合,齊合
佳,佳,見,佳,平,二,開,佳開
街,佳,見,佳,平,二,開,佳開
㥟,㥟,匣,佳,平,二,開,佳開
鮭,㥟,匣,佳,平,二,開,佳開
膎,㥟,匣,佳,平,二,開,佳開
鞵,㥟,匣,佳,平,二,開,佳開
鞋,㥟,匣,佳,平,二,開,佳開
㨙,㥟,匣,佳,平,二,開,佳開
䙎,㥟,匣,佳,平,二,開,佳開
榽,㥟,匣,佳,平,二,開,佳開
牌,牌,並,佳,平,二,開,佳開
䱝,牌,並,佳,平,二,開,佳開
𥱼,牌,並,佳,平,二,開,佳開
郫,牌,並,佳,平,二,開,佳開
蠯,牌,並,佳,平,二,開,佳開
棑,牌,並,佳,平,二,開,佳開
犤,牌,並,佳,平,二,開,佳開
媧,媧,見,佳,平,二,合,佳合
緺,媧,見,佳,平,二,合,佳合
𧬭,媧,見,佳,平,二,合,佳合
腡,媧,見,佳,平,二,合,佳合
蝸,媧,見,佳,平,二,合,佳合
騧,媧,見,佳,平,二,合,佳合
歄,媧,見,佳,平,二,合,佳合
蛙,蛙,影,佳,平,二,合,佳合
鼃,蛙,影,佳,平,二,合,佳合
咼,咼,溪,佳,平,二,合,佳合
喎,咼,溪,佳,平,二,合,佳合
絓,咼,溪,佳,平,二,合,佳合
䓙,咼,溪,佳,平,二,合,佳合
𦹬,咼,溪,佳,平,二,合,佳合
䦱,咼,溪,佳,平,二,合,佳合
柴,柴,崇,佳,平,二,開,佳開
祡,柴,崇,佳,平,二,開,佳開
𪗶,柴,崇,佳,平,二,開,佳開
茈,柴,崇,佳,平,二,開,佳開
㧘,柴,崇,佳,平,二,開,佳開
㾹,柴,崇,佳,平,二,開,佳開
𨌅,柴,崇,佳,平,二,開,佳開
査,柴,崇,佳,平,二,開,佳開
釵,釵,初,佳,平,二,開,佳開
靫,釵,初,佳,平,二,開,佳開
𩑐,釵,初,佳,平,二,開,佳開
叉,釵,初,佳,平,二,開,佳開
芆,釵,初,佳,平,二,開,佳開
䐤,釵,初,佳,平,二,開,佳開
㼮,釵,初,佳,平,二,開,佳開
差,釵,初,佳,平,二,開,佳開
𠞊,釵,初,佳,平,二,開,佳開
竵,竵,曉,佳,平,二,合,佳合
𦶎,竵,曉,佳,平,二,合,佳合
𡁑,竵,曉,佳,平,二,合,佳合
𩝨,竵,曉,佳,平,二,合,佳合
䍲,䍲,孃,佳,平,二,開,佳開
掜,䍲,孃,佳,平,二,開,佳開
誽,䍲,孃,佳,平,二,開,佳開
崖,崖,疑,佳,平,二,開,佳開
涯,崖,疑,佳,平,二,開,佳開
啀,崖,疑,佳,平,二,開,佳開
𪘲,崖,疑,佳,平,二,開,佳開
猚,崖,疑,佳,平,二,開,佳開
厓,崖,疑,佳,平,二,開,佳開
𩂢,崖,疑,佳,平,二,開,佳開
娃,娃,影,佳,平,二,開,佳開
洼,娃,影,佳,平,二,開,佳開
哇,娃,影,佳,平,二,開,佳開
㰪,娃,影,佳,平,二,開,佳開
𠴺,娃,影,佳,平,二,開,佳開
崽,崽,生,佳,平,二,開,佳開
崽,崽,生,皆,平,二,開,皆開
籭,崽,生,佳,平,二,開,佳開
籭,崽,生,皆,平,二,開,皆開
諰,崽,生,佳,平,二,開,佳開
諰,崽,生,皆,平,二,開,皆開
𥳧,崽,生,佳,平,二,開,佳開
𥳧,崽,生,皆,平,二,開,皆開
㗨,㗨,曉,佳,平,二,開,佳開
㰨,㗨,曉,佳,平,二,開,佳開
扠,扠,徹,佳,平,二,開,佳開
䁲,䁲,明,佳,平,二,開,佳開
𩍃,䁲,明,佳,平,二,開,佳開
鼃,鼃,匣,佳,平,二,合,佳合
皆,皆,見,皆,平,二,開,皆開
偕,皆,見,皆,平,二,開,皆開
䕸,皆,見,皆,平,二,開,皆開
稭,皆,見,皆,平,二,開,皆開
喈,皆,見,皆,平,二,開,皆開
階,皆,見,皆,平,二,開,皆開
𦝨,皆,見,皆,平,二,開,皆開
薢,皆,見,皆,平,二,開,皆開
荄,皆,見,皆,平,二,開,皆開
痎,皆,見,皆,平,二,開,皆開
堦,皆,見,皆,平,二,開,皆開
楷,皆,見,皆,平,二,開,皆開
鶛,皆,見,皆,平,二,開,皆開
湝,皆,見,皆,平,二,開,皆開
街,皆,見,皆,平,二,開,皆開
𤭧,皆,見,皆,平,二,開,皆開
𩘅,皆,見,皆,平,二,開,皆開
蝔,皆,見,皆,平,二,開,皆開
鍇,皆,見,皆,平,二,開,皆開
𢰇,𢰇,影,皆,平,二,開,皆開
諧,諧,匣,皆,平,二,開,皆開
𩤠,諧,匣,皆,平,二,開,皆開
骸,諧,匣,皆,平,二,開,皆開
瑎,諧,匣,皆,平,二,開,皆開
湝,諧,匣,皆,平,二,開,皆開
龤,諧,匣,皆,平,二,開,皆開
蝔,諧,匣,皆,平,二,開,皆開
鞋,諧,匣,皆,平,二,開,皆開
䓳,諧,匣,皆,平,二,開,皆開
排,排,並,皆,平,二,開,皆開
俳,排,並,皆,平,二,開,皆開
輫,排,並,皆,平,二,開,皆開
牌,排,並,皆,平,二,開,皆開
猈,排,並,皆,平,二,開,皆開
𩑢,排,並,皆,平,二,開,皆開
乖,乖,見,皆,平,二,合,皆合
𦮃,乖,見,皆,平,二,合,皆合
𠦬,乖,見,皆,平,二,合,皆合
㾩,乖,見,皆,平,二,合,皆合
懷,懷,匣,皆,平,二,合,皆合
褱,懷,匣,皆,平,二,合,皆合
櫰,懷,匣,皆,平,二,合,皆合
槐,懷,匣,皆,平,二,合,皆合
㜳,懷,匣,皆,平,二,合,皆合
𪊉,懷,匣,皆,平,二,合,皆合
㠢,懷,匣,皆,平,二,合,皆合
𤜄,懷,匣,皆,平,二,合,皆合
淮,懷,匣,皆,平,二,合,皆合
褢,懷,匣,皆,平,二,合,皆合
𧞷,懷,匣,皆,平,二,合,皆合
瀤,懷,匣,皆,平,二,合,皆合
匯,匯,溪,皆,平,二,合,皆合
㨤,匯,溪,皆,平,二,合,皆合
