字,閩南語聲母,閩南語韻母,閩南語調,文白音
旋,s,uan,1,替
珊,s,uan,1,
酸,s,uan,1,文
川,tsh,uan,1,
穿,tsh,uan,1,文
詮,tsh,uan,1,
釧,tsh,uan,1,
專,ts,uan,1,
磚,ts,uan,1,文
端,t,uan,1,文
冤,,uan,1,
彎,,uan,1,
灣,,uan,1,
鴛,,uan,1,
嚾,,uang,1,
乖,k,uai,1,
胿,k,uai,1,
歪,,uai,1,
杆,k,uainn,1,白
關,k,uainn,1,白
恢,h,ue,1,俗
灰,h,ue,1,
花,h,ue,1,白
飛,h,ue,1,替
恢,kh,ue,1,
溪,kh,ue,1,
盔,kh,ue,1,
詼,kh,ue,1,
魁,kh,ue,1,
瓜,k,ue,1,白
街,k,ue,1,
雞,k,ue,1,
坯,ph,ue,1,替
批,ph,ue,1,白
胚,ph,ue,1,
杯,p,ue,1,
桮,p,ue,1,替
菠,p,ue,1,白
飛,p,ue,1,白
梳,s,ue,1,
衰,s,ue,1,
初,tsh,ue,1,白
吹,tsh,ue,1,白
炊,tsh,ue,1,
椏,,ue,1,替
煨,,ue,1,替
萵,,ue,1,替
鍋,,ue,1,替
微,b,ui,1,替
蝛,b,ui,1,替
妃,h,ui,1,
揮,h,ui,1,
斐,h,ui,1,
暉,h,ui,1,
菲,h,ui,1,
輝,h,ui,1,
非,h,ui,1,
飛,h,ui,1,文
窺,kh,ui,1,
虧,kh,ui,1,
開,kh,ui,1,白
䲅,k,ui,1,替
圭,k,ui,1,
機,k,ui,1,白
歸,k,ui,1,
胿,k,ui,1,
規,k,ui,1,
龜,k,ui,1,文
嗺,s,ui,1,
祟,s,ui,1,替
繐,s,ui,1,替
荽,s,ui,1,替
蓑,s,ui,1,
雖,s,ui,1,
𦉎,s,ui,1,替
推,th,ui,1,文
梯,th,ui,1,白
催,tsh,ui,1,
吹,tsh,ui,1,文
崔,tsh,ui,1,
推,tsh,ui,1,文
摧,tsh,ui,1,
脽,ts,ui,1,替
錐,ts,ui,1,
鵻,ts,ui,1,替
堆,t,ui,1,
追,t,ui,1,
威,,ui,1,
揻,,ui,1,替
萎,,ui,1,替
衣,,ui,1,白
關,k,uinn,1,白
仔,,a,2,替
啞,,a,2,文
假,k,a,2,文
絞,k,a,2,白
賈,k,a,2,
巧,kh,a,2,白
喇,l,a,2,
拉,l,a,2,替
媽,m,a,2,
瑪,m,a,2,文
碼,m,a,2,文
馬,m,a,2,文
哪,n,a,2,替
娜,n,a,2,
拿,n,a,2,
林,n,a,2,替
欖,n,a,2,白
若,n,a,2,白
那,n,a,2,替
雅,ng,a,2,文
把,p,a,2,文
飽,p,a,2,白
灑,s,a,2,
打,t,a,2,
早,ts,a,2,
吵,tsh,a,2,白
炒,tsh,a,2,
嚇,h,ann,2,替
敢,k,ann,2,白
打,t,ann,2,
膽,t,ann,2,白
坦,th,ann,2,白
挺,th,ann,2,白
斬,ts,ann,2,白
泔,,am,2,替
黯,,am,2,
撼,h,am,2,替
感,k,am,2,
敢,k,am,2,文
橄,k,am,2,文
𥴊,k,am,2,替
坎,kh,am,2,
歁,kh,am,2,替
砍,kh,am,2,
攬,l,am,2,
欖,l,am,2,文
纜,l,am,2,文
腩,l,am,2,替
荏,l,am,2,
覽,l,am,2,
糝,s,am,2,替
膽,t,am,2,文
嶄,ts,am,2,
斬,ts,am,2,文
慘,tsh,am,2,
俺,,an,2,替
按,,an,2,替
挽,b,an,2,
饅,b,an,2,俗
眼,g,an,2,文
喊,h,an,2,
罕,h,an,2,
揀,k,an,2,文
柬,k,an,2,
簡,k,an,2,
𡢃,k,an,2,替
咱,l,an,2,替
懶,l,an,2,文
板,p,an,2,
版,p,an,2,
舨,p,an,2,
闆,p,an,2,
散,s,an,2,文
產,s,an,2,
瘦,s,an,2,替
等,t,an,2,白
坦,th,an,2,文
妲,th,an,2,
毯,th,an,2,
疸,th,an,2,
盞,ts,an,2,文
讚,ts,an,2,替
蟒,b,ang,2,白
蠓,b,ang,2,
魍,b,ang,2,替
港,k,ang,2,
犅,k,ang,2,替
講,k,ang,2,文
購,k,ang,2,俗
孔,kh,ang,2,白
攏,l,ang,2,
朗,l,ang,2,白
籠,l,ang,2,白
綁,p,ang,2,
紡,ph,ang,2,白
麭,ph,ang,2,
桑,s,ang,2,替
聳,s,ang,2,替
懂,t,ang,2,白
董,t,ang,2,白
桶,th,ang,2,
摠,ts,ang,2,替
總,ts,ang,2,白
藹,,ai,2,
䆀,b,ai,2,
海,h,ai,2,
改,k,ai,2,
解,k,ai,2,文
骱,k,ai,2,替
凱,kh,ai,2,
楷,kh,ai,2,
滓,l,ai,2,替
買,m,ai,2,文
擺,p,ai,2,
跛,p,ai,2,替
使,s,ai,2,白
史,s,ai,2,白
屎,s,ai,2,白
駛,s,ai,2,白
歹,t,ai,2,
滓,t,ai,2,替
癩,th,ai,2,替
體,th,ai,2,白
早,ts,ai,2,
彩,tsh,ai,2,
採,tsh,ai,2,
綵,tsh,ai,2,
踩,tsh,ai,2,
采,tsh,ai,2,
敱,kh,ainn,2,替
歹,ph,ainn,2,替
刐,t,ainn,2,
宰,ts,ainn,2,
指,ts,ainn,2,替
滓,ts,ainn,2,
載,ts,ainn,2,
嘔,,au,2,白
拗,,au,2,
漚,,au,2,替
卯,b,au,2,替
吼,h,au,2,
九,k,au,2,白
口,k,au,2,替
垢,k,au,2,
狗,k,au,2,白
狡,k,au,2,
絞,k,au,2,文
口,kh,au,2,白
巧,kh,au,2,文
佬,l,au,2,替
扭,l,au,2,白
粩,l,au,2,替
老,l,au,2,文
荖,l,au,2,白
惱,n,au,2,白
腦,n,au,2,白
咬,ng,au,2,文
飽,p,au,2,文
跑,ph,au,2,
斗,t,au,2,白
篤,t,au,2,替
敨,th,au,2,
蚤,ts,au,2,
走,ts,au,2,白
吵,tsh,au,2,文
草,tsh,au,2,白
尾,b,e,2,
瑪,b,e,2,白
碼,b,e,2,白
買,b,e,2,白
馬,b,e,2,白
啞,,e,2,白
矮,,e,2,
伙,h,e,2,
夥,h,e,2,
火,h,e,2,白
假,k,e,2,白
果,k,e,2,白
粿,k,e,2,
解,k,e,2,白
跂,k,e,2,替
啟,kh,e,2,
儡,l,e,2,
嬭,l,e,2,替
禮,l,e,2,
詈,l,e,2,
醴,l,e,2,
猛,m,e,2,白
雅,ng,e,2,白
把,p,e,2,白
靶,p,e,2,
襞,ph,e,2,替
洗,s,e,2,
黍,s,e,2,
底,t,e,2,
抵,t,e,2,白
短,t,e,2,替
貯,t,e,2,白
體,th,e,2,文
姊,ts,e,2,
扯,tsh,e,2,
髓,tsh,e,2,白
哽,k,enn,2,
梗,k,enn,2,白
耞,k,enn,2,
井,ts,enn,2,白
醒,tsh,enn,2,白
米,b,i,2,
美,b,i,2,
擬,g,i,2,
蟻,g,i,2,文
語,g,i,2,白
喜,h,i,2,
許,h,i,2,文
以,,i,2,
倚,,i,2,文
已,,i,2,
椅,,i,2,
與,,i,2,白
子,j,i,2,替
綺,kh,i,2,
豈,kh,i,2,
起,kh,i,2,
齒,kh,i,2,
己,k,i,2,文
幾,k,i,2,文
指,k,i,2,白
杞,k,i,2,
矩,k,i,2,
紀,k,i,2,
舉,k,i,2,
你,l,i,2,替
俚,l,i,2,
力,l,i,2,替
哩,l,i,2,替
女,l,i,2,白
子,l,i,2,替
屢,l,i,2,
履,l,i,2,
旅,l,i,2,白
李,l,i,2,
理,l,i,2,
裏,l,i,2,
裡,l,i,2,
里,l,i,2,
鯉,l,i,2,替
乜,m,i,2,替
彌,m,i,2,俗
染,n,i,2,白
耳,n,i,2,文
否,ph,i,2,
疕,ph,i,2,替
痞,ph,i,2,
鄙,ph,i,2,
妣,p,i,2,
彼,p,i,2,
比,p,i,2,
始,s,i,2,白
死,s,i,2,白
矢,s,i,2,
恥,th,i,2,
褫,th,i,2,
抵,t,i,2,文
邸,t,i,2,
鼠,tsh,i,2,白
只,ts,i,2,
咫,ts,i,2,
址,ts,i,2,
姊,ts,i,2,
子,ts,i,2,白
指,ts,i,2,文
旨,ts,i,2,
止,ts,i,2,
祉,ts,i,2,
紫,ts,i,2,
芷,ts,i,2,
趾,ts,i,2,
黹,ts,i,2,
穎,,inn,2,替
耞,k,inn,2,
扁,p,inn,2,白
醒,tsh,inn,2,白
井,ts,inn,2,白
茈,ts,inn,2,替
笒,g,im,2,替
錦,g,im,2,俗
飲,,im,2,
忍,j,im,2,文
寢,kh,im,2,俗
錦,k,im,2,
忍,l,im,2,文
臨,l,im,2,替
嬸,s,im,2,文
審,s,im,2,
沈,s,im,2,
寢,tsh,im,2,替
嬸,ts,im,2,白
枕,ts,im,2,
憫,b,in,2,
抿,b,in,2,
敏,b,in,2,
閔,b,in,2,
囡,g,in,2,替
允,,in,2,
引,,in,2,
癮,,in,2,
淺,kh,in,2,白
緊,k,in,2,
謹,k,in,2,
恁,l,in,2,替
品,ph,in,2,
𥰔,ph,in,2,
稟,p,in,2,
箅,p,in,2,替
鉼,p,in,2,替
振,t,in,2,白
儘,ts,in,2,
拯,ts,in,2,
振,ts,in,2,文
疹,ts,in,2,
診,ts,in,2,
賑,ts,in,2,
猛,b,ing,2,文
眼,g,ing,2,白
研,g,ing,2,白
影,,ing,2,文
往,,ing,2,白
永,,ing,2,
泳,,ing,2,
湧,,ing,2,白
肯,kh,ing,2,
頃,kh,ing,2,
境,k,ing,2,
揀,k,ing,2,白
景,k,ing,2,
梗,k,ing,2,文
筧,k,ing,2,白
繭,k,ing,2,白
耿,k,ing,2,
襇,k,ing,2,替
警,k,ing,2,
頸,k,ing,2,
龔,k,ing,2,
伶,l,ing,2,
冷,l,ing,2,
嶺,l,ing,2,文
領,l,ing,2,文
丙,p,ing,2,文
反,p,ing,2,白
炳,p,ing,2,
秉,p,ing,2,
省,s,ing,2,
醒,s,ing,2,文
寵,th,ing,2,白
挺,th,ing,2,文
艇,th,ing,2,
逞,th,ing,2,
戥,t,ing,2,
等,t,ing,2,文
頂,t,ing,2,
鼎,t,ing,2,文
惝,tsh,ing,2,替
筅,tsh,ing,2,替
請,tsh,ing,2,文
井,ts,ing,2,文
指,ts,ing,2,替
整,ts,ing,2,
種,ts,ing,2,白
腫,ts,ing,2,
冶,,ia,2,
野,,ia,2,
惹,j,ia,2,
惹,l,ia,2,
嶺,n,ia,2,白
領,n,ia,2,白
寫,s,ia,2,
捨,s,ia,2,
姐,ts,ia,2,
者,ts,ia,2,
顯,h,iann,2,白
影,,iann,2,白
囝,k,iann,2,
鉼,ph,iann,2,替
丙,p,iann,2,白
餅,p,iann,2,
啥,s,iann,2,替
鼎,t,iann,2,白
且,tsh,iann,2,
請,tsh,iann,2,白
汫,ts,iann,2,替
笒,g,iam,2,替
險,h,iam,2,
掩,,iam,2,
染,j,iam,2,文
檢,k,iam,2,
減,k,iam,2,
鹼,k,iam,2,文
斂,l,iam,2,
染,l,iam,2,文
膁,l,iam,2,
臉,l,iam,2,
閃,s,iam,2,
陝,s,iam,2,
忝,th,iam,2,替
點,t,iam,2,
攕,tsh,iam,2,替
免,b,ian,2,
勉,b,ian,2,
娩,b,ian,2,
愍,b,ian,2,
鮸,b,ian,2,
妍,g,ian,2,
研,g,ian,2,文
搟,h,ian,2,替
顯,h,ian,2,文
偃,,ian,2,替
演,,ian,2,
衍,,ian,2,
犬,kh,ian,2,
譴,kh,ian,2,
遣,kh,ian,2,
筧,k,ian,2,文
繭,k,ian,2,文
撚,l,ian,2,
碾,l,ian,2,替
臉,l,ian,2,
蓮,l,ian,2,替
輦,l,ian,2,
輪,l,ian,2,替
匾,p,ian,2,
扁,p,ian,2,文
諞,p,ian,2,替
貶,p,ian,2,
仙,s,ian,2,替
癬,s,ian,2,
鮮,s,ian,2,俗
展,th,ian,2,替
典,t,ian,2,
展,t,ian,2,
輾,t,ian,2,
淺,tsh,ian,2,文
闡,tsh,ian,2,
剪,ts,ian,2,
享,h,iang,2,
響,h,iang,2,
饗,h,iang,2,
嚷,j,iang,2,
蹌,tsh,iang,2,替
掌,ts,iang,2,文
渺,b,iau,2,
秒,b,iau,2,文
藐,b,iau,2,
曉,h,iau,2,
夭,,iau,2,
猶,,iau,2,替
窈,,iau,2,
擾,j,iau,2,
爪,j,iau,2,
巧,kh,iau,2,白
攪,k,iau,2,
矯,k,iau,2,
筊,k,iau,2,
繳,k,iau,2,
餃,k,iau,2,
了,l,iau,2,
擾,l,iau,2,
瞭,l,iau,2,
撓,ng,iau,2,替
爪,n,iau,2,
鳥,n,iau,2,文
婊,p,iau,2,
表,p,iau,2,文
裱,p,iau,2,
小,s,iau,2,文
少,s,iau,2,文
痟,s,iau,2,
篠,s,iau,2,
挑,th,iau,2,
窕,th,iau,2,
鳥,ts,iau,2,白
母,b,io,2,文
秒,b,io,2,白
扷,,io,2,替
口,kh,io,2,文
瞭,l,io,2,替
表,p,io,2,白
錶,p,io,2,
小,s,io,2,白
少,ts,io,2,白
仰,g,iong,2,
享,h,iong,2,
響,h,iong,2,
仰,,iong,2,俗
勇,,iong,2,
擁,,iong,2,
氧,,iong,2,
湧,,iong,2,文
癢,,iong,2,文
踴,,iong,2,
鞅,,iong,2,
養,,iong,2,文
恐,kh,iong,2,
強,k,iong,2,俗
拱,k,iong,2,
鞏,k,iong,2,
倆,l,iong,2,
兩,l,iong,2,文
嚷,l,iong,2,
輛,l,iong,2,文
上,s,iong,2,文
償,s,iong,2,俗
尚,s,iong,2,俗
想,s,iong,2,文
象,s,iong,2,俗
賞,s,iong,2,文
塚,th,iong,2,
寵,th,iong,2,文
長,t,iong,2,文
搶,tsh,iong,2,文
縱,tsh,iong,2,
掌,ts,iong,2,文
獎,ts,iong,2,
種,ts,iong,2,文
長,ts,iong,2,文
朽,h,iu,2,
友,,iu,2,
有,,iu,2,文
誘,,iu,2,
酉,,iu,2,
搝,kh,iu,2,替
久,k,iu,2,文
九,k,iu,2,文
扭,l,iu,2,文
柳,l,iu,2,
紐,l,iu,2,
綹,l,iu,2,
鈕,l,iu,2,
扭,ng,iu,2,文
兩,n,iu,2,白
扭,n,iu,2,文
守,s,iu,2,文
手,s,iu,2,文
首,s,iu,2,
丑,th,iu,2,
肘,t,iu,2,
帚,tsh,iu,2,
手,tsh,iu,2,白
醜,tsh,iu,2,
守,ts,iu,2,白
酒,ts,iu,2,
舀,,iunn,2,替
養,,iunn,2,白
賞,s,iunn,2,白
鯗,s,iunn,2,
長,t,iunn,2,白
廠,tsh,iunn,2,
搶,tsh,iunn,2,白
掌,ts,iunn,2,白
槳,ts,iunn,2,
蔣,ts,iunn,2,
姆,,m,2,
卷,k,ng,2,
廣,k,ng,2,白
捲,k,ng,2,
管,k,ng,2,白
晚,m,ng,2,白
䘼,,ng,2,
捥,,ng,2,替
蔭,,ng,2,替
鈗,,ng,2,替
阮,,ng,2,
軟,n,ng,2,白
本,p,ng,2,白
榜,p,ng,2,白
損,s,ng,2,白
爽,s,ng,2,白
耍,s,ng,2,替
轉,t,ng,2,白
吮,tsh,ng,2,
母,b,o,2,白
好,h,o,2,白
可,kh,o,2,文
洘,kh,o,2,
考,kh,o,2,
果,k,o,2,文
稿,k,o,2,
裹,k,o,2,
佬,l,o,2,
咾,l,o,2,替
惱,l,o,2,文
潦,l,o,2,
瑙,l,o,2,
老,l,o,2,文
腦,l,o,2,文
荖,l,o,2,文
頗,ph,o,2,
保,p,o,2,
堡,p,o,2,
寶,p,o,2,
嫂,s,o,2,
瑣,s,o,2,
鎖,s,o,2,
討,th,o,2,
佗,t,o,2,替
倒,t,o,2,
島,t,o,2,
禱,t,o,2,
楚,tsh,o,2,
草,tsh,o,2,文
左,ts,o,2,
棗,ts,o,2,
澡,ts,o,2,
否,h,onn,2,
火,h,onn,2,文
惘,b,ong,2,
懵,b,ong,2,替
檬,b,ong,2,替
網,b,ong,2,文
罔,b,ong,2,替
莽,b,ong,2,
蟒,b,ong,2,文
仿,h,ong,2,
彷,h,ong,2,
恍,h,ong,2,文
況,h,ong,2,
紡,h,ong,2,文
訪,h,ong,2,
謊,h,ong,2,
孔,kh,ong,2,文
慷,kh,ong,2,
紺,kh,ong,2,
廣,k,ong,2,文
栱,k,ong,2,
管,k,ong,2,替
講,k,ong,2,白
壟,l,ong,2,
攏,l,ong,2,
朗,l,ong,2,文
籠,l,ong,2,文
往,,ong,2,文
枉,,ong,2,
捧,ph,ong,2,
榜,p,ong,2,文
松,s,ong,2,替
爽,s,ong,2,文
捅,th,ong,2,
統,th,ong,2,
懂,t,ong,2,文
檔,t,ong,2,
董,t,ong,2,文
黨,t,ong,2,
衝,tsh,ong,2,替
總,ts,ong,2,文
某,b,oo,2,替
牡,b,oo,2,
畝,b,oo,2,
唬,h,oo,2,替
滸,h,oo,2,
虎,h,oo,2,
可,kh,oo,2,替
苦,kh,oo,2,
許,kh,oo,2,白
估,k,oo,2,
古,k,oo,2,
枸,k,oo,2,
狗,k,oo,2,文
股,k,oo,2,
苟,k,oo,2,
賈,k,oo,2,
鈷,k,oo,2,替
鼓,k,oo,2,
𥑮,k,oo,2,替
努,l,oo,2,
勞,l,oo,2,替
惱,l,oo,2,文
櫓,l,oo,2,
滷,l,oo,2,
硓,l,oo,2,
魯,l,oo,2,
五,ng,oo,2,文
仵,ng,oo,2,
伍,ng,oo,2,
偶,ng,oo,2,
午,ng,oo,2,文
忤,ng,oo,2,
我,ng,oo,2,文
𩵱,ng,oo,2,替
老,n,oo,2,文
嘔,,oo,2,文
挖,,oo,2,替
剖,ph,oo,2,
普,ph,oo,2,
浦,ph,oo,2,
譜,ph,oo,2,
輔,ph,oo,2,俗
捕,p,oo,2,
斧,p,oo,2,白
脯,p,oo,2,
補,p,oo,2,
所,s,oo,2,
瘦,s,oo,2,
吐,th,oo,2,
土,th,oo,2,
堵,t,oo,2,
島,t,oo,2,
斗,t,oo,2,文
睹,t,oo,2,
肚,t,oo,2,
賭,t,oo,2,
楚,tsh,oo,2,
礎,tsh,oo,2,
祖,ts,oo,2,
走,ts,oo,2,文
阻,ts,oo,2,
侮,b,u,2,
拇,b,u,2,
撫,b,u,2,俗
武,b,u,2,
母,b,u,2,文
舞,b,u,2,
語,g,u,2,白
俯,h,u,2,
府,h,u,2,
拊,h,u,2,替
撫,h,u,2,
斧,h,u,2,文
甫,h,u,2,
腐,h,u,2,文
腑,h,u,2,
許,h,u,2,文
輔,h,u,2,
乳,j,u,2,
庾,j,u,2,
愈,j,u,2,
久,k,u,2,白
矩,k,u,2,
舉,k,u,2,
韭,k,u,2,
乳,l,u,2,
女,l,u,2,白
庾,l,u,2,
愈,l,u,2,
旅,l,u,2,白
鋁,l,u,2,
殕,ph,u,2,
使,s,u,2,文
史,s,u,2,文
始,s,u,2,文
屎,s,u,2,文
暑,s,u,2,
死,s,u,2,文
署,s,u,2,文
駛,s,u,2,文
杵,th,u,2,
苧,th,u,2,文
褚,th,u,2,
貯,th,u,2,文
取,tsh,u,2,
此,tsh,u,2,
處,tsh,u,2,
鼠,tsh,u,2,白
主,ts,u,2,
仔,ts,u,2,
子,ts,u,2,文
煮,ts,u,2,
拄,t,u,2,
宇,,u,2,
寓,,u,2,俗
禹,,u,2,
羽,,u,2,
與,,u,2,文
雨,,u,2,文
吻,b,un,2,
忿,h,un,2,
粉,h,un,2,
墾,kh,un,2,
懇,kh,un,2,
捆,kh,un,2,
窘,kh,un,2,
滾,k,un,2,
蚓,k,un,2,
頸,k,un,2,替
忍,l,un,2,白
懍,l,un,2,
碖,l,un,2,替
翸,ph,un,2,替
扁,p,un,2,替
本,p,un,2,文
恂,s,un,2,
損,s,un,2,文
榫,s,un,2,
筍,s,un,2,
𧿬,th,un,2,替
忖,tsh,un,2,
准,ts,un,2,
撙,ts,un,2,
準,ts,un,2,
囤,t,un,2,
盾,t,un,2,
允,,un,2,
尹,,un,2,
穩,,un,2,
隱,,un,2,
我,g,ua,2,白
可,kh,ua,2,白
寡,k,ua,2,
滿,m,ua,2,白
撋,n,ua,2,替
徙,s,ua,2,
紙,ts,ua,2,
倚,,ua,2,白
瓦,,ua,2,文
恍,h,uann,2,白
晃,h,uann,2,替
款,kh,uann,2,白
趕,k,uann,2,
魬,p,uann,2,替
散,s,uann,2,白
剷,th,uann,2,
怎,ts,uann,2,
盞,ts,uann,2,白
碗,,uann,2,
腕,,uann,2,白
晚,b,uan,2,文
滿,b,uan,2,文
輓,b,uan,2,
玩,g,uan,2,文
阮,g,uan,2,替
反,h,uan,2,文
返,h,uan,2,
款,kh,uan,2,文
管,k,uan,2,文
館,k,uan,2,
卵,l,uan,2,文
暖,l,uan,2,
耎,l,uan,2,替
軟,l,uan,2,文
選,s,uan,2,
喘,tsh,uan,2,
賺,ts,uan,2,
轉,ts,uan,2,文
短,t,uan,2,
婉,,uan,2,
宛,,uan,2,
玩,,uan,2,白
腕,,uan,2,文
苑,,uan,2,
遠,,uan,2,文
拐,k,uai,2,
枴,k,uai,2,文
枴,k,uainn,2,白
桿,k,uainn,2,
稈,k,uainn,2,
𨂿,,uainn,2,
尾,b,ue,2,
買,b,ue,2,白
伙,h,ue,2,
夥,h,ue,2,
悔,h,ue,2,文
火,h,ue,2,白
賄,h,ue,2,
果,k,ue,2,白
粿,k,ue,2,
跂,k,ue,2,替
詈,l,ue,2,
餒,l,ue,2,
䫌,ph,ue,2,替
掰,p,ue,2,替
洗,s,ue,2,
黍,s,ue,2,
髓,tsh,ue,2,白
底,t,ue,2,
貯,t,ue,2,白
挖,,ue,2,替
矮,,ue,2,
匪,h,ui,2,
悔,h,ui,2,白
斐,h,ui,2,
毀,h,ui,2,
翡,h,ui,2,
菲,h,ui,2,
誹,h,ui,2,
傀,kh,ui,2,
詭,kh,ui,2,文
幾,k,ui,2,白
癸,k,ui,2,
詭,k,ui,2,白
軌,k,ui,2,
鬼,k,ui,2,
壘,l,ui,2,替
磊,l,ui,2,
累,l,ui,2,
蕊,l,ui,2,
蕾,l,ui,2,
每,m,ui,2,
媠,s,ui,2,替
水,s,ui,2,文
腿,th,ui,2,
髓,tsh,ui,2,文
水,ts,ui,2,白
偉,,ui,2,
委,,ui,2,
瑋,,ui,2,
萎,,ui,2,
孝,h,a,3,白
假,k,a,3,文
價,k,a,3,文
嫁,k,a,3,文
教,k,a,3,白
架,k,a,3,文
漖,k,a,3,替
較,k,a,3,白
駕,k,a,3,
敲,kh,a,3,替
嘛,m,a,3,替
壩,p,a,3,
把,p,a,3,替
豹,p,a,3,
霸,p,a,3,
怕,ph,a,3,
嗄,s,a,3,
罩,t,a,3,白
挓,th,a,3,替
榨,ts,a,3,
炸,ts,a,3,
祚,ts,a,3,
詐,ts,a,3,
向,,ann,3,替
酵,k,ann,3,
冇,ph,ann,3,替
呾,t,ann,3,替
擔,t,ann,3,白
乍,ts,ann,3,替
暗,,am,3,
譀,h,am,3,替
監,k,am,3,文
艦,k,am,3,俗
鑑,k,am,3,
勘,kh,am,3,
崁,kh,am,3,替
湳,l,am,3,
𨂾,l,am,3,替
三,s,am,3,文
搧,s,am,3,替
毿,s,am,3,替
鬖,s,am,3,替
頕,t,am,3,替
探,th,am,3,
蹔,ts,am,3,替
懺,tsh,am,3,
摻,tsh,am,3,替
讖,tsh,am,3,
按,,an,3,
晏,,an,3,文
案,,an,3,文
𫝏,g,an,3,
漢,h,an,3,
姦,k,an,3,替
幹,k,an,3,
間,k,an,3,文
看,kh,an,3,文
盼,ph,an,3,
襻,ph,an,3,
傘,s,an,3,文
散,s,an,3,文
擲,t,an,3,替
旦,t,an,3,文
蛋,t,an,3,
誕,t,an,3,
嘆,th,an,3,
探,th,an,3,
歎,th,an,3,
趁,th,an,3,替
層,ts,an,3,替
棧,ts,an,3,
讚,ts,an,3,
贊,ts,an,3,
燦,tsh,an,3,
甕,,ang,3,
齆,,ang,3,替
甭,b,ang,3,
肨,h,ang,3,替
胮,h,ang,3,替
降,k,ang,3,
控,kh,ang,3,替
空,kh,ang,3,白
閬,l,ang,3,替
放,p,ang,3,白
胖,ph,ang,3,
送,s,ang,3,白
㨂,t,ang,3,
凍,t,ang,3,白
棟,t,ang,3,白
當,t,ang,3,白
痛,th,ang,3,白
迵,th,ang,3,替
粽,ts,ang,3,
聳,tsh,ang,3,替
藏,tsh,ang,3,替
噯,,ai,3,
愛,,ai,3,
曖,,ai,3,
隘,,ai,3,
介,k,ai,3,
屆,k,ai,3,
戒,k,ai,3,
概,k,ai,3,
溉,k,ai,3,
界,k,ai,3,文
芥,k,ai,3,文
蓋,k,ai,3,文
誡,k,ai,3,
慨,kh,ai,3,
概,kh,ai,3,
莫,m,ai,3,替
拜,p,ai,3,
沛,ph,ai,3,
派,ph,ai,3,
使,s,ai,3,白
塞,s,ai,3,
婿,s,ai,3,白
賽,s,ai,3,文
代,t,ai,3,文
帶,t,ai,3,文
戴,t,ai,3,文
太,th,ai,3,
態,th,ai,3,
汰,th,ai,3,
泰,th,ai,3,
再,ts,ai,3,
哉,ts,ai,3,替
載,ts,ai,3,
菜,tsh,ai,3,
幌,h,ainn,3,替
懊,,au,3,
漚,,au,3,
孝,h,au,3,文
到,k,au,3,替
夠,k,au,3,
教,k,au,3,文
校,k,au,3,
較,k,au,3,文
叩,kh,au,3,白
哭,kh,au,3,替
扣,kh,au,3,
銬,kh,au,3,
落,l,au,3,
泡,ph,au,3,文
炮,ph,au,3,
砲,ph,au,3,
哨,s,au,3,白
嗽,s,au,3,
掃,s,au,3,白
到,t,au,3,白
晝,t,au,3,白
罩,t,au,3,文
鬥,t,au,3,白
透,th,au,3,白
奏,ts,au,3,
灶,ts,au,3,白
臭,tsh,au,3,
穢,,e,3,
翳,,e,3,文
裔,,e,3,
嚙,g,e,3,替
歲,h,e,3,白
貨,h,e,3,白
假,k,e,3,白
價,k,e,3,白
嫁,k,e,3,白
架,k,e,3,白
界,k,e,3,白
疥,k,e,3,
繼,k,e,3,
芥,k,e,3,白
計,k,e,3,文
過,k,e,3,白
髻,k,e,3,
鱖,k,e,3,
契,kh,e,3,
架,kh,e,3,替
齧,kh,e,3,替
礪,l,e,3,替
壩,p,e,3,
幣,p,e,3,
弊,p,e,3,
敝,p,e,3,
蔽,p,e,3,
褙,p,e,3,
陛,p,e,3,
帕,ph,e,3,
杮,ph,e,3,
配,ph,e,3,
世,s,e,3,文
勢,s,e,3,文
婿,s,e,3,文
洒,s,e,3,
涗,s,e,3,替
稅,s,e,3,
細,s,e,3,
誓,s,e,3,俗
賽,s,e,3,白
地,t,e,3,白
塊,t,e,3,替
帝,t,e,3,
戴,t,e,3,白
渧,t,e,3,替
綴,t,e,3,
締,t,e,3,
諦,t,e,3,
替,th,e,3,
退,th,e,3,
債,ts,e,3,
制,ts,e,3,
劑,ts,e,3,
晬,ts,e,3,替
濟,ts,e,3,
祭,ts,e,3,
製,ts,e,3,
際,ts,e,3,
切,tsh,e,3,
廁,tsh,e,3,
摖,tsh,e,3,替
粞,tsh,e,3,
脆,tsh,e,3,白
𤺅,tsh,e,3,替
桱,k,enn,3,
柄,p,enn,3,白
姓,s,enn,3,白
性,s,enn,3,白
佯,t,enn,3,替
瞪,t,enn,3,
牚,th,enn,3,替
諍,ts,enn,3,白
腥,tsh,enn,3,
唏,h,i,3,替
戲,h,i,3,
肺,h,i,3,
意,,i,3,
懿,,i,3,
翳,,i,3,白
薏,,i,3,
裔,,i,3,
吉,j,i,3,替
企,kh,i,3,
去,kh,i,3,
器,kh,i,3,
棄,kh,i,3,
氣,kh,i,3,文
汽,kh,i,3,
寄,k,i,3,文
據,k,i,3,
既,k,i,3,
暨,k,i,3,
痣,k,i,3,
紀,k,i,3,俗
計,k,i,3,白
記,k,i,3,
鋸,k,i,3,
剺,l,i,3,替
譬,ph,i,3,
庇,p,i,3,
泌,p,i,3,
痹,p,i,3,
痺,p,i,3,
祕,p,i,3,
秘,p,i,3,
閉,p,i,3,
